NOMEDEP;DE;MUN;CODVINC;NOMESC_CODVINC;CODESC;NOMESC;TIPO_ESCOLA;TEMPO_ESCOLA;HORARIO;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ALE;DTCADASTRO
"ESTADUAL - SE";"CARAGUATATUBA";"CARAGUATATUBA";;;909919;"ANGELO BARROS DE ARAUJO";"EE";"PARCIAL";;"AVENIDA BENJAMIN ARANTES SILVA JÚNIOR";"SN";"";"TRAVESSAO";"11669";"292";"12";"38871825";"38874865";"E909919A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JALES";"URANIA";;;909993;"ELIDE APPARECIDA CARLOS PROFESSORA";"EE";"PEI";"9H";"BRASIL";"93";"AVENIDA";"COHAB BENEDITO PINTO FERREIRA BRAGA";"15760";"000";"17";"36341466";"36341504";"E909993A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"APIAI";"GUAPIARA";913546;"ANTONIO DRAGONE";910004;"TEREZINHA PAES DE OLIVEIRA";"EE";"PARCIAL";;"BAIRRO DOS PAES";"SN";"RUA";"DOS PAES";"18310";"000";"15";"35635116";"";"E910004A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"BOTUCATU";"ITATINGA";;;910036;"INAH LOPES DE OLIVEIRA MACEDO PROFA";"EE";"PEI";"7H";"RUA FRANKLIN GUTIERRES";"609";"";"CENTRO";"18690";"059";"14";"38481829";"38482682";"E910036A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVA";"CAPAO BONITO";;;910077;"JOAO BAPTISTA DO AMARAL VASCONCELLOS PROFESSOR";"EE";"PEI";"7H";"RUA PAULO MENDES DE CARVALHO";"34";"";"VILA APARECIDA";"18303";"090";"15";"35422370";"";"E910077A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITARARE";"ITABERA";;;910089;"DOROTY DAVID MUZEL PROFESSORA";"EE";"PEI";"9H";"SANTA CATARINA";"250";"RUA";"VILA DOM SILVIO";"18440";"000";"15";"35621623";"";"E910089A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITU";"PORTO FELIZ";;;910107;"MARIA APARECIDA FERNANDES LEITE PROFA";"EE";"PARCIAL";;"AREA RURAL";"S/N";"EE MARIA  APARECIDA FERNANDES LEITE";"AREA RURAL DE PORTO FELIZ";"18549";"899";"15";"32629104";"";"E910107A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AVARE";"TAQUARITUBA";;;910119;"GUIDO DIAS DE ALMEIDA PROFESSOR";"EE";"PEI";"9H";"MARIA MADALENA GABRIEL";"115";"RUA";"CENTRO";"18740";"000";"14";"37622333";"37622481";"E910119A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"VOTORANTIM";"PIEDADE";;;910132;"LEONOR OLIVEIRA MARTINS PROFESSORA";"EE";"PEI";"7H";"VICINAL ANTONIO VICHI";"SN";"ZONA RURAL";"DOS LEITES";"18170";"000";"15";"33441800";"";"E910132A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"REGISTRO";"ELDORADO";;;910156;"MARIA JULIA DE FRANCA SILVA";"EE";"PARCIAL";;"MANOEL HIGINO DE MORAES";"SN";"RUA";"BOA ESPERANCA";"11960";"000";"13";"38799151";"";"E910156A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;910181;"MARIO MARTINS PEREIRA";"EE";"PEI";"7H";"RUA MOMBUCA";"177";"";"PARQUE RECANTO MONICA";"08592";"140";"11";"46451471";"46453165";"E910181A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"POA";;;910193;"VERA LUCIA TORRES RODRIGUES AFFONSO PROFESSORA";"EE";"PEI";"7H";"RUA DOUTOR PRUDENTE DE MORAIS";"90";"";"VILA JULIA";"08551";"230";"11";"46360582";"46366680";"E910193A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"RIBEIRAO PIRES";;;910200;"FARID EID";"EE";"PEI";"7H";"RUA FAGUNDES VARELA";"25";"";"REPRESA";"09415";"140";"11";"48220522";"48237463";"E910200A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"RIBEIRAO PIRES";;;910211;"MARISA AFONSO SALERO PROFESSORA";"EE";"PARCIAL";;"RUA GRÁLIA";"90";"(JD VERÃO)";"QUARTA DIVISAO";"09434";"520";"11";"48247457";"48279206";"E910211A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;910223;"RIOLANDO CANNO PROFESSOR";"EE";"PEI";"7H";"RUA TAPUIAS";"509";"";"CONCEICAO";"09990";"280";"11";"40542302";"40567092";"E910223A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;910235;"JOSE IAMAMOTO SOLDADO";"EE";"PARCIAL";;"RUA STRAUSS";"697";"(JD ARCO-ÍRIS)";"CASA GRANDE";"09960";"600";"11";"40666114";"40671724";"E910235A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;910247;"ERASMO BATISTA SILVA DE ALMEIDA";"EE";"PEI";"9H";"RUA JOSÉ CLEMENTE PEREIRA";"21";"(JD C GRANDE)";"CASA GRANDE";"09961";"050";"11";"40665629";"40666626";"E910247A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;910259;"MARIA VERA LOMBARDI SIQUEIRA PROFA";"EE";"PARCIAL";;"RUA JOSÉ ALEXANDRE MACHADO";"619";"";"JARDIM SILVA TELES";"08160";"460";"11";"25619814";"29630852";"E910259A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;910272;"MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA";"EE";"PARCIAL";;"RUA NOITIBÓ";"80";"";"VILA NOVA CURUCA";"08031";"150";"11";"20351203";"20351646";"E910272A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;910284;"SERGIO PAULO MUNIZ PIMENTA CAPITAO";"EE";"PARCIAL";;"RUA GASPAR DE GODÓI MOREIRA";"19";"";"JARDIM VIRGINIA";"08121";"590";"11";"29632539";"";"E910284A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;910296;"FRIEDRICH VON VOITH";"EE";"PARCIAL";;"RUA ANTÔNIO DE CABEZON";"398";"";"PARQUE NACOES UNIDAS";"02996";"000";"11";"39411291";"39420893";"E910296A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;910302;"HELIOS HEBER LINO PROFESSOR";"EE";"PARCIAL";;"RUA MONTES PIRINEUS";"31";"";"JARDIM ONDINA";"02871";"080";"11";"38514718";"39840309";"E910302A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;910326;"JOSE BAPTISTA RIOS CASTELLOES PROFESSOR";"EE";"PARCIAL";;"RUA ITATA";"195";"";"VILA ERNA";"04404";"080";"11";"26588416";"26588417";"E910326A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;910338;"WALDEMAR RODRIGUES DA SILVA PASTOR";"EE";"PEI";"7H";"RUA JENNY LIND";"20";"";"JARDIM ORLY";"04434";"280";"11";"26588691";"26588692";"E910338A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"SUMARE";;;910351;"BELGICA ALLEONI BORGES PROFESSORA";"EE";"PARCIAL";;"RUA MANOEL LUCIANO";"34";"";"JARDIM PRIMAVERA";"13173";"130";"19";"38733942";"38737219";"E910351A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"ARUJA";;;910375;"ANA MARIA DE CARVALHO PEREIRA";"EE";"PARCIAL";;"RUA OSCAR SCHIAVON";"";"";"JARDIM EMILIA";"07432";"065";"11";"46543088";"";"E910375A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"SANTA ISABEL";;;910387;"FERNANDO ALUISO CORREA PROF";"EE";"PEI";"7H";"JOAO ANTONIO MINEIRO";"67";"RUA";"JARDIM NOVO EDEN";"07500";"000";"11";"46562772";"46574933";"E910387A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI DAS CRUZES";"MOGI DAS CRUZES";;;910405;"PAULO DE OLIVEIRA MELLO PROFESSOR";"EE";"PARCIAL";;"RUA KASUMO SUMIZONO";"1226";"";"JARDIM SANTA TERESA";"08743";"140";"11";"47216105";"47272553";"E910405A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI DAS CRUZES";"MOGI DAS CRUZES";;;910417;"JOVITA FRANCO AROUCHE PROFESSORA";"EE";"PEI";"9H";"AVENIDA GOVERNADOR ADHEMAR DE BARROS";"1071";"";"VILA RUBENS";"08735";"075";"11";"911470838";"";"E910417A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"REGISTRO";"REGISTRO";;;910429;"HIROSHI SAKANO";"EE";"PEI";"9H";"ESQUERDA DO RIO RIBEIRA DE IGUAPE";"SN";"RUA";"JURUMIRIM";"11900";"000";"13";"38211680";"38220292";"E910429A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"OSASCO";"OSASCO";;;910442;"GABRIELA MARIA ELISABETH WIENKEM IRMA";"EE";"PARCIAL";;"AVENIDA JOSÉ BARBOSA DE SIQUEIRA";"SN";"- ATÉ 473/474";"PADROEIRA";"06172";"000";"11";"36084139";"36950793";"E910442A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"ITAPEVI";;;910454;"MARIA SOARES SANTOS PROFESSORA";"EE";"PARCIAL";;"RUA NELSON EZEQUIEL DE FARIAS";"629";"";"JARDIM BRIQUET";"06655";"360";"11";"26588196";"26588197";"E910454A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"BARUERI";;;910485;"AMADOR AGUIAR";"EE";"PARCIAL";;"RUA MARTINS FONTES";"412";"";"PARQUE IMPERIAL";"06462";"080";"11";"26588026";"";"E910485A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JUNDIAI";"ITUPEVA";;;910521;"ARTHUR RICCI MONSENHOR DOUTOR";"EE";"PARCIAL";;"RUA PEDRO MARCHI";"100";"";"JARDIM BURITI";"13295";"202";"11";"45912248";"45913398";"E910521A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JUNDIAI";"JARINU";;;910533;"ORLANDO MAURICIO ZAMBOTTO";"EE";"PARCIAL";;"JOSE EDUARDO";"65";"PRACA";"MARACANA";"13240";"000";"11";"40164011";"40164185";"E910533A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPETININGA";"ITAPETININGA";;;910557;"EVONIO MARQUES PROF";"EE";"PEI";"7H";"ONORIO SALES";"S/N?";"";"VARGINHA";"18218";"500";"15";"32071094";"";"E910557A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"JUQUITIBA";;;910569;"BAIRRO NOSSA SENHORA DA CONCEICAO";"EE";"PARCIAL";;"OSWALDO BARBOSA GUIMARAES";"400";"RUA";"NOSSA SENHORA CONCEICAO";"06950";"000";"11";"46812674";"46814350";"E910569A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAPICUIBA";"COTIA";;;910570;"VILA SAO JOAQUIM II";"EE";"PEI";"7H";"RUA EXACTA";"200";"";"JARDIM LEONOR";"06700";"218";"11";"46140526";"47035930";"E910570A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAPICUIBA";"COTIA";;;910582;"CONCEICAO DA COSTA NEVES DEPUTADA";"EE";"PEI";"9H";"RUA POTENGI";"92";"";"JARDIM RIO DAS PEDRAS";"06703";"785";"11";"46140233";"47034846";"E910582A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JUNDIAI";"CAMPO LIMPO PAULISTA";;;910594;"VICTOR GERALDO SIMONSEN";"EE";"PEI";"7H";"RUA ESPANHA";"SN";"";"JARDIM EUROPA";"13232";"041";"11";"40394707";"";"E910594A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"FRANCO DA ROCHA";;;910636;"BENEDITO APARECIDO TAVARES PROF";"EE";"PEI";"7H";"R HIPOLITO TRIGO SANTIAGO";"SN";"RUA";"JD CRUZEIRO";"07804";"080";"11";"44436107";"44492965";"E910636A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"SAO LOURENCO DA SERRA";;;910685;"ANTONIO BALDUSCO PREFEITO";"EE";"PEI";"7H";"DAS PRIMAVERAS";"270";"AVENIDA";"DESPEZIO";"06890";"000";"11";"46861089";"46862097";"E910685A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"EMBU DAS ARTES";;;910715;"EDE WILSON GONZAGA PROFESSOR";"EE";"PEI";"7H";"RUA GABÃO";"55";"";"JARDIM SAO LUIZ";"06816";"490";"11";"47832303";"47834530";"E910715A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO BERNARDO DO CAMPO";"SAO BERNARDO DO CAMPO";;;910764;"CLARICE DE MAGALHAES CASTRO PROFESSORA";"EE";"PEI";"7H";"AVENIDA SENADOR RICARDO BATISTA";"355";"- DE 400/401 AO FIM";"ASSUNCAO";"09812";"510";"11";"41097882";"43520121";"E910764A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;910776;"FERNANDES SOARES PROF";"EE";"PARCIAL";;"RUA ERVA DO SERENO";"500";"";"JARDIM MAIA";"08180";"010";"11";"25811041";"25811717";"E910776A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;910788;"ARCANGELO SFORCIM";"EE";"PEI";"9H";"RUA SERRA DA MOEDA";"61";"";"PARQUE CRUZEIRO DO SUL";"08070";"060";"11";"22970011";"22973343";"E910788A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;910797;"TITO LIVIO FERREIRA PROFESSOR";"EE";"PARCIAL";;"RUA BARDANA";"35";"";"JARDIM RUTH";"08040";"730";"11";"20520139";"20539350";"E910797A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;910831;"GERALDINO DOS SANTOS DEPUTADO";"EE";"PARCIAL";;"SERTANISTAS";"1175";"AVENIDA";"JARDIM SANTO ANDRE";"08390";"240";"11";"27513399";"27513840";"E910831A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;910843;"THEREZINHA ARANHA MANTELLI";"EE";"PARCIAL";;"RUA PROFESSOR ANTÔNIO DE CASTRO LOPES";"930";"";"PARQUE BOTURUSSU";"03805";"080";"11";"25412862";"29431427";"E910843A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SANTO ANDRE";"SANTO ANDRE";;;910867;"ANTONIO FRANCISCO PAVANELLO PROFESSOR";"EE";"PARCIAL";;"NINA ZANOTTO DONA";"160";"RUA";"JARDIM LAS VEGAS";"09182";"410";"11";"44514106";"";"E910867A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;910879;"LEA APARECIDA DE OLIVEIRA VEREADORA";"EE";"PARCIAL";;"RUA HONDURAS";"325";"";"PARQUE DAS AMERICAS";"09351";"070";"11";"45142863";"45444152";"E910879A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;910880;"MARIA THEREZINHA JORGE AMORIM";"EE";"PARCIAL";;"RUA MÁRIO DE ANDRADE";"186";"";"JARDIM MIRANDA DAVIZ";"09320";"440";"11";"45763012";"45784643";"E910880A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;910995;"OLINDA LEITE SINISGALLI PROFESSORA";"EE";"PARCIAL";;"RUA EMÍLIO KEMP";"126";"";"VILA PENTEADO";"02865";"000";"11";"38511837";"39835400";"E910995A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;911008;"URBANO DE OLIVEIRA PINTO REV";"EE";"PEI";"7H";"RUA TANTAS PALAVRAS";"10";"";"CONJUNTO HABITACIONAL AGUIA DE HAIA";"08223";"510";"11";"20418001";"22805878";"E911008A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;911033;"HENRIQUE DE SOUZA FILHO HENFIL";"EE";"PEI";"9H";"RUA GASTÃO FORMENTI";"70";"";"VILA SANTA TERESA ZONA SUL";"04187";"170";"11";"23317188";"";"E911033A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JAU";"PEDERNEIRAS";;;911069;"DINAH DE MORAES E SEIXAS PROFESSORA";"EE";"PARCIAL";;"RUA LÉA FELDMAN";"O 645";"";"CONJUNTO HABITACIONAL MARIA ELENA PEREIRA BERTOLINI";"17285";"396";"14";"32846788";"32847000";"E911069A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JUNDIAI";"VARZEA PAULISTA";;;911112;"LAVINIA RIBEIRO ARANHA PROFESSORA";"EE";"PEI";"7H";"BROMELIAS";"SN";"RUA";"JARDIM BERTIOGA";"13225";"310";"11";"46061581";"";"E911112A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI MIRIM";"ITAPIRA";;;911124;"BENEDITO FLORES DE AZEVEDO";"EE";"PEI";"9H";"RUA EMÍLIO HADAMI KAMIMURA";"64";"";"LOTEAMENTO JOAO DE BARROS";"13976";"135";"19";"38630207";"38631949";"E911124A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LIMEIRA";"RIO CLARO";;;911148;"OSCAR DE ALMEIDA PROFESSOR";"EE";"PARCIAL";;"AVENIDA MANOEL EDILSON TEIXEIRA";"SN";"- DE 961/962 AO FIM";"DISTRITO DE ASSISTENCIA";"13509";"650";"19";"35348737";"";"E911148A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ADAMANTINA";"DRACENA";;;911173;"ALFREDO MACHADO";"EE";"PEI";"9H";"OTO LARA RESENDE";"21";"RUA";"BAIRRO JARDIM BRASILANDIA";"17904";"160";"18";"38215063";"";"E911173A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SANTO ANASTACIO";"PRESIDENTE EPITACIO";;;911203;"ADELINO CHUBA GUIMARO PROFESSOR";"EE";"PEI";"9H";"ARACAJU";"35";"40";"JARDIM REAL";"19470";"000";"18";"32814680";"997652993";"E911203A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SANTO ANASTACIO";"PRESIDENTE EPITACIO";;;911215;"JOAQUIM RODRIGUES FILHO PROFESSOR";"EE";"PEI";"9H";"ANTONIO VENANCIO LOPES";"2053";"RUA";"VILA ESPERANCA";"19470";"000";"18";"32816699";"32817120";"E911215A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"FRANCA";"FRANCA";;;911252;"ADELINA PASQUINO CASSIS PROFA";"EE";"PARCIAL";;"RUA FRANCISCO PROCÓPIO DE OLIVEIRA";"2860";"";"JARDIM EDEN";"14402";"082";"16";"37274443";"37274550";"E911252A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"FRANCA";"FRANCA";;;911264;"ISRAEL NICEUS MOREIRA PROF";"EE";"PEI";"9H";"RUA LUIZ TARDIVO";"511";"";"JARDIM SANTA EFIGENIA";"14406";"541";"16";"37209293";"37209464";"E911264A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"FRANCA";"FRANCA";;;911276;"MICHEL HABER PROF";"EE";"PEI";"9H";"RUA JOÃO DOS SANTOS FERREIRA";"561";"";"JARDIM PAULISTANO";"14402";"406";"16";"37251710";"37254296";"E911276A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"FRANCA";"FRANCA";;;911288;"JOSE RICARDO PUCCI PROF";"EE";"PEI";"9H";"AVENIDA IVETE VARGAS";"1445";"";"JARDIM PINHEIROS I";"14407";"400";"16";"37048013";"37048675";"E911288A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"RIBEIRAO PRETO";"RIBEIRAO PRETO";;;911306;"ROSANGELA BASILE PROFESSORA";"EE";"PARCIAL";;"RUA SAMUEL MARTINELLI";"450";"";"PARQUE RIBEIRAO PRETO";"14031";"500";"16";"36214466";"36373239";"E911306A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"PERUIBE";;;911331;"JARDIM SAO JOAO";"EE";"PARCIAL";;"AVENIDA EDUARDO ALVARES MACHADO";"1109";"";"BALNEARIO SAMBURA";"11770";"702";"13";"34552741";"34555996";"E911331A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"PERUIBE";;;911343;"VITALINO BERNINI PADRE PROFESSOR";"EE";"PEI";"7H";"RUA ITATIBA";"27";"AVENIDA";"JARDIM CARAMINGUAVA";"11783";"122";"13";"34555454";"34555956";"E911343A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO JOSE DOS CAMPOS";"SAO JOSE DOS CAMPOS";;;911392;"JOAQUIM DE MOURA CANDELARIA PROFESSOR";"EE";"PEI";"9H";"RUA JOSEFA ALBUQUERQUE DOS SANTOS";"831";"";"CIDADE MORUMBI";"12236";"670";"12";"39311908";"39316128";"E911392A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JOSE BONIFACIO";"MIRASSOL";;;911446;"IRIA BARBIERI VITA PROFESSORA";"EE";"PEI";"7H";"RUA DOS BRANDIMARTE";"1450";"- ATÉ 1249/1250";"JARDIM SANTA CLAUDIA";"15138";"210";"17";"32422361";"32424153";"E911446A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO JOSE DO RIO PRETO";"SAO JOSE DO RIO PRETO";;;911461;"OSCAR DE BARROS SERRA DORIA DOUTOR";"EE";"PARCIAL";;"RUA BEATRIZ DA CONCEIÇÃO";"471";"- DE 501/502 A 798/799";"SOLO SAGRADO";"15044";"025";"17";"32361919";"32364312";"E911461A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 2";"SAO PAULO";;;911537;"DILSON FUNARO MINISTRO";"EE";"PARCIAL";;"AVENIDA FRANCISCO MACHADO DA SILVA";"1410";"";"JARDIM PERI";"02678";"000";"11";"22584273";"22587487";"E911537A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LINS";"PROMISSAO";;;911616;"COMUNIDADE NOSSA SENHORA APARECIDA";"AREA DE ASSENTAMENTO";"PEI";"7H";"BR 153";"SN";"KM 140";"FAZENDA REUNIDAS";"16370";"000";"14";"35428301";"35428302";"E911616A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"BRAGANCA PAULISTA";"NAZARE PAULISTA";;;911677;"FABIO HACL PINOLA PROF";"EE";"PEI";"9H";"JOSE FARIA JUNIOR";"65";"RUA";"VICENTE NUNES";"12960";"000";"11";"45971324";"45974014";"E911677A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAMPINAS OESTE";"CAMPINAS";;;911744;"ROSINA FRAZATTO DOS SANTOS PROFESSORA";"EE";"PARCIAL";;"RUA REVERENDO JOSÉ COELHO FERRAZ";"SN";"";"CIDADE SATELITE IRIS";"13059";"662";"19";"32690243";"";"E911744A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MIRANTE DO PARANAPANEMA";"ROSANA";;;911860;"RIBEIRINHOS";"AREA DE ASSENTAMENTO";"PEI";"7H";"GLEBA XV DE NOVEMBRO";"SN";"SETOR III";"GLEBA XV DE NOVEMBRO";"19273";"000";"18";"32048951";"";"E911860A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MIRACATU";"MIRACATU";;;911884;"MARIA JOSE MORAIS DE CARVALHO PROFESSORA";"EE";"PEI";"9H";"SITIO RIBEIRAO BONITO";"SN";"PRACA";"SITIO RIBEIRAO BONITO";"11850";"000";"13";"32045751";"";"E911884A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
